               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.023739,            0.011626,          0.00072269,             0.86396,             0.83242,             0.87694,             0.51481,            0.034684,           0.0097278,           0.0010811,           0.0068815,           0.0068815,           0.0068815
                  65,            0.024055,            0.011283,          0.00073528,             0.84257,             0.79814,             0.83733,             0.50107,             0.03391,            0.010355,            0.001271,            0.006832,            0.006832,            0.006832
                  66,            0.022843,            0.011589,          0.00085697,             0.86702,              0.7894,             0.84176,             0.49118,             0.03397,            0.010276,           0.0011379,           0.0067825,           0.0067825,           0.0067825
                  67,            0.022884,            0.011045,          0.00066222,             0.85864,             0.78618,             0.85582,             0.50379,             0.03422,           0.0099589,          0.00093492,            0.006733,            0.006733,            0.006733
                  68,             0.02299,            0.011418,          0.00076781,             0.88314,             0.78627,             0.86089,             0.50212,            0.033355,           0.0098251,          0.00085964,           0.0066835,           0.0066835,           0.0066835
                  69,             0.02263,            0.011236,          0.00058631,              0.8849,             0.77614,             0.85677,             0.50907,            0.034072,            0.009928,          0.00097232,            0.006634,            0.006634,            0.006634
                  70,            0.022413,            0.010867,          0.00056649,             0.85103,             0.80385,             0.86347,             0.51439,            0.033716,            0.010273,           0.0010326,           0.0065845,           0.0065845,           0.0065845
                  71,            0.022753,            0.011299,           0.0007169,             0.91414,             0.75053,             0.84684,             0.50827,            0.034284,            0.010291,           0.0010511,            0.006535,            0.006535,            0.006535
                  72,              0.0225,            0.011162,          0.00052069,             0.81638,             0.80899,             0.83278,             0.50637,             0.03357,            0.010028,            0.001411,           0.0064855,           0.0064855,           0.0064855
                  73,             0.02188,            0.010568,          0.00065208,             0.87071,             0.82028,              0.8522,             0.49874,            0.033908,           0.0099355,           0.0015111,            0.006436,            0.006436,            0.006436
                  74,            0.022086,            0.011033,          0.00066877,             0.87292,             0.77598,             0.86053,             0.52893,            0.033294,            0.010163,          0.00089168,           0.0063865,           0.0063865,           0.0063865
                  75,            0.022027,            0.010651,          0.00068197,             0.89582,             0.78155,             0.84986,             0.51354,            0.033633,            0.010039,            0.001436,            0.006337,            0.006337,            0.006337
                  76,            0.021832,            0.011063,          0.00066687,             0.90452,             0.78606,             0.86523,             0.51209,            0.034027,           0.0098904,          0.00095544,           0.0062875,           0.0062875,           0.0062875
                  77,             0.02217,            0.010872,          0.00058562,             0.88889,             0.76077,             0.83957,             0.48755,            0.033977,            0.010459,           0.0011466,            0.006238,            0.006238,            0.006238
                  78,            0.021678,            0.011052,          0.00054346,             0.83236,             0.76251,             0.82285,             0.48273,            0.033978,            0.010337,           0.0011176,           0.0061885,           0.0061885,           0.0061885
                  79,            0.021757,            0.010762,          0.00057618,              0.8581,             0.78269,             0.85192,             0.50277,            0.033684,            0.010096,           0.0012302,            0.006139,            0.006139,            0.006139
                  80,            0.021889,            0.010807,          0.00047537,             0.85873,             0.83271,             0.86881,             0.52069,            0.033719,           0.0099686,          0.00099726,           0.0060895,           0.0060895,           0.0060895
                  81,            0.021352,            0.010616,           0.0007644,             0.86784,             0.79726,             0.84766,             0.50202,            0.034616,            0.010325,           0.0011424,             0.00604,             0.00604,             0.00604
                  82,             0.02074,            0.010912,          0.00059128,             0.87977,             0.79138,             0.85152,             0.51926,            0.034459,            0.010446,            0.000936,           0.0059905,           0.0059905,           0.0059905
                  83,            0.021018,            0.010757,          0.00070376,             0.86203,             0.82497,             0.87004,             0.53504,             0.03378,            0.010327,            0.001199,            0.005941,            0.005941,            0.005941
                  84,            0.020336,            0.010429,          0.00078998,             0.89015,             0.79307,             0.85185,             0.51828,             0.03427,            0.010476,           0.0011741,           0.0058915,           0.0058915,           0.0058915
                  85,            0.020877,            0.010764,          0.00052489,              0.8893,             0.78628,             0.83723,             0.49652,            0.035731,            0.010389,           0.0010461,            0.005842,            0.005842,            0.005842
                  86,            0.020483,            0.010303,          0.00055776,              0.8581,             0.80556,              0.8563,             0.51742,            0.034398,            0.010366,           0.0012488,           0.0057925,           0.0057925,           0.0057925
                  87,            0.020746,            0.010152,          0.00058619,             0.88564,             0.77168,             0.83921,             0.50597,            0.035439,            0.010821,          0.00098908,            0.005743,            0.005743,            0.005743
                  88,            0.020189,            0.010378,          0.00059322,             0.89503,             0.78979,             0.85861,             0.51917,            0.034343,            0.010674,           0.0010824,           0.0056935,           0.0056935,           0.0056935
                  89,            0.020996,           0.0099874,           0.0005734,             0.86338,             0.81607,             0.86273,             0.51788,            0.033744,            0.010694,          0.00098345,            0.005644,            0.005644,            0.005644
                  90,            0.020178,           0.0099935,           0.0004185,              0.8746,             0.78288,             0.84547,             0.51861,            0.033604,             0.01079,           0.0012923,           0.0055945,           0.0055945,           0.0055945
                  91,            0.019899,            0.010196,          0.00058428,             0.88172,              0.7952,             0.86203,             0.51255,            0.033345,            0.010839,           0.0010415,            0.005545,            0.005545,            0.005545
                  92,            0.020198,            0.010037,           0.0005888,             0.83884,             0.81244,             0.84855,             0.51759,            0.033863,            0.010748,           0.0014244,           0.0054955,           0.0054955,           0.0054955
                  93,             0.02052,             0.01053,          0.00053046,             0.90069,             0.74826,             0.84117,             0.51189,            0.034371,            0.010668,          0.00098944,            0.005446,            0.005446,            0.005446
                  94,            0.019973,            0.010225,          0.00042383,             0.88552,             0.79649,             0.86599,             0.51412,             0.03365,            0.010384,          0.00085831,           0.0053965,           0.0053965,           0.0053965
                  95,            0.019536,           0.0095315,          0.00056767,             0.89856,             0.77464,             0.84954,             0.51014,            0.033765,            0.010581,          0.00097279,            0.005347,            0.005347,            0.005347
                  96,            0.020156,            0.010052,          0.00045221,             0.83726,             0.81576,             0.85834,             0.51561,            0.034285,            0.010731,          0.00096885,           0.0052975,           0.0052975,           0.0052975
                  97,            0.019785,           0.0097402,          0.00047279,             0.90746,             0.81048,             0.88056,             0.53859,            0.033598,            0.010234,          0.00075253,            0.005248,            0.005248,            0.005248
                  98,            0.019873,           0.0096293,           0.0004147,             0.86254,             0.82626,             0.87314,             0.52303,            0.034088,            0.010603,          0.00072091,           0.0051985,           0.0051985,           0.0051985
                  99,            0.019571,           0.0099616,          0.00054995,             0.89615,               0.808,             0.88608,             0.53879,            0.034107,            0.010574,           0.0008724,            0.005149,            0.005149,            0.005149
                 100,            0.018817,           0.0097809,          0.00044981,             0.85916,              0.8424,              0.8824,             0.53557,             0.03447,            0.010503,          0.00086876,           0.0050995,           0.0050995,           0.0050995
                 101,            0.018891,           0.0098638,          0.00044043,             0.86452,              0.8423,             0.88292,             0.52565,            0.033888,            0.010646,           0.0012052,             0.00505,             0.00505,             0.00505
                 102,            0.018632,           0.0097086,          0.00056975,             0.88747,             0.84416,             0.88301,             0.54004,             0.03327,            0.010452,          0.00078171,           0.0050005,           0.0050005,           0.0050005
                 103,            0.018653,           0.0096532,          0.00051641,              0.9244,             0.80785,             0.87853,             0.53339,            0.033725,            0.010355,          0.00078937,            0.004951,            0.004951,            0.004951
                 104,            0.018769,           0.0094621,          0.00052059,             0.89483,             0.78461,             0.85705,             0.52809,            0.033209,            0.010853,           0.0011154,           0.0049015,           0.0049015,           0.0049015
                 105,            0.018668,           0.0091743,          0.00043053,             0.88942,              0.8254,             0.86522,              0.5255,            0.033946,            0.010926,          0.00092403,            0.004852,            0.004852,            0.004852
                 106,            0.018565,           0.0095127,          0.00043529,             0.83582,             0.80551,             0.85782,             0.52191,            0.033574,            0.010422,           0.0010717,           0.0048025,           0.0048025,           0.0048025
                 107,            0.018956,           0.0092364,          0.00032952,             0.89739,             0.78249,              0.8719,             0.52772,            0.033593,            0.010886,          0.00091319,            0.004753,            0.004753,            0.004753
                 108,            0.018163,           0.0091937,           0.0004345,             0.86635,             0.82528,              0.8734,             0.52264,            0.034473,            0.010982,          0.00089157,           0.0047035,           0.0047035,           0.0047035
                 109,            0.018262,           0.0094689,          0.00047828,             0.87208,             0.81789,             0.86272,             0.53172,             0.03406,            0.010754,           0.0014963,            0.004654,            0.004654,            0.004654
                 110,            0.017943,           0.0092789,          0.00046071,             0.90971,             0.79302,             0.86625,             0.52463,            0.033801,            0.011147,           0.0016234,           0.0046045,           0.0046045,           0.0046045
                 111,            0.018279,           0.0092962,          0.00037103,             0.87775,             0.83341,             0.87293,             0.50817,            0.033576,            0.010898,           0.0015371,            0.004555,            0.004555,            0.004555
                 112,            0.017815,           0.0088697,           0.0003662,             0.87412,             0.83729,             0.86848,             0.52291,            0.034108,            0.010777,           0.0012711,           0.0045055,           0.0045055,           0.0045055
                 113,            0.018292,           0.0087363,          0.00045428,             0.88489,             0.82144,              0.8738,             0.52396,            0.034419,            0.010713,            0.001812,            0.004456,            0.004456,            0.004456
                 114,            0.018342,           0.0094184,          0.00042102,             0.89833,             0.81349,             0.84766,              0.5139,            0.034482,            0.011104,           0.0011566,           0.0044065,           0.0044065,           0.0044065
                 115,             0.01756,           0.0090153,          0.00034256,             0.92293,             0.80607,             0.87816,             0.52884,            0.033897,            0.010949,          0.00095076,            0.004357,            0.004357,            0.004357
                 116,            0.017866,           0.0087095,          0.00041298,             0.88998,              0.8271,             0.87956,             0.52525,            0.033566,            0.011303,          0.00095122,           0.0043075,           0.0043075,           0.0043075
                 117,            0.017873,           0.0090448,          0.00073587,             0.89703,             0.83652,             0.88492,             0.53297,            0.032942,            0.011119,           0.0017075,            0.004258,            0.004258,            0.004258
                 118,            0.017643,            0.009111,          0.00033812,             0.86374,             0.82065,             0.86431,             0.52278,            0.033633,            0.011158,           0.0011692,           0.0042085,           0.0042085,           0.0042085
                 119,            0.017647,           0.0089307,          0.00023255,             0.88855,             0.81463,             0.86483,             0.52808,            0.033967,            0.011157,          0.00091085,            0.004159,            0.004159,            0.004159
                 120,            0.017124,           0.0089894,           0.0004938,             0.87067,             0.82183,             0.86336,             0.51971,            0.033825,             0.01101,          0.00089911,           0.0041095,           0.0041095,           0.0041095
                 121,            0.016638,           0.0087812,          0.00037021,             0.92176,             0.79687,             0.86043,              0.5134,            0.034285,            0.011211,           0.0014393,             0.00406,             0.00406,             0.00406
                 122,            0.017113,           0.0091227,          0.00035888,             0.88295,             0.77438,             0.86226,             0.50373,            0.033972,            0.011474,           0.0010704,           0.0040105,           0.0040105,           0.0040105
                 123,            0.016807,           0.0090051,          0.00041813,             0.88661,             0.78005,             0.84111,             0.51111,            0.033814,            0.011486,           0.0013266,            0.003961,            0.003961,            0.003961
